;codgeo;libgeo;date_arrete;nb_vp_rechargeables_el;nb_vp_rechargeables_gaz;nb_vp
258480;24325;PEYRILLAC-ET-MILLAC;2022-12-31;3;0;324
258484;24326;PEYZAC-LE-MOUSTIER;2022-12-31;3;0;252
258489;24327;PEZULS;2023-03-31;1;0;174
258493;24329;LE PIZOU;2023-03-31;9;1;1574
258496;24330;PLAZAC;2022-06-30;11;0;948
258497;24331;POMPORT;2021-09-30;3;0;899
258502;24334;PONTOURS;2022-12-31;6;0;229
258508;24335;PORT-SAINTE-FOY-ET-PONCHAPT;2023-03-31;39;0;2689
258511;24336;PRATS-DE-CARLUX;2023-03-31;7;0;631
258513;24337;PRATS-DU-PÉRIGORD;2022-12-31;1;0;203
258515;24338;PRESSIGNAC-VICQ;2023-03-31;7;0;637
258519;24339;PREYSSAC-D'EXCIDEUIL;2022-09-30;3;0;180
258524;24340;PRIGONRIEUX;2023-03-31;70;0;4555
258525;24341;PROISSANS;2023-03-31;27;0;1260
258529;24345;QUEYSSAC;2022-06-30;8;0;592
258534;24347;RAMPIEUX;2022-09-30;0;0;177
258538;24348;RAZAC-D'EYMET;2022-09-30;3;0;364
258540;24349;RAZAC-DE-SAUSSIGNAC;2021-12-31;6;0;450
258546;24350;RAZAC-SUR-L'ISLE;2023-03-31;22;0;2629
258547;24351;RIBAGNAC;2022-03-31;9;0;389
258550;24352;RIBÉRAC;2022-06-30;65;0;4274
258553;24353;LA ROCHEBEAUCOURT-ET-ARGENTINE;2021-12-31;5;0;466
258557;24354;LA ROCHE-CHALAIS;2022-06-30;17;0;3429
258561;24355;LA ROQUE-GAGEAC;2022-12-31;6;0;525
258563;24356;ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC;2022-09-30;10;0;2116
258567;24357;ROUFFIGNAC-DE-SIGOULÈS;2022-03-31;1;0;389
258575;24359;SADILLAC;2023-03-31;2;0;114
258578;24360;SAGELAT;2022-12-31;1;0;406
258581;24361;SAINT-AGNE;2022-12-31;13;0;459
258582;24362;VAL DE LOUYRE ET CAUDEAU;2020-12-31;4;0;1965
258583;24364;COLY-SAINT-AMAND;2023-03-31;5;0;777
258585;24365;SAINT-AMAND-DE-VERGT;2022-12-31;0;0;295
258588;24366;SAINT-ANDRÉ-D'ALLAS;2023-03-31;12;0;993
258592;24367;SAINT-ANDRÉ-DE-DOUBLE;2023-03-31;2;0;199
258596;24370;SAINT-ANTOINE-DE-BREUILH;2023-03-31;17;0;2263
258598;24371;SAINT-AQUILIN;2022-12-31;3;0;598
258599;24373;SAINT-AUBIN-DE-CADELECH;2021-12-31;3;0;410
258601;24374;SAINT-AUBIN-DE-LANQUAIS;2022-09-30;3;0;415
258604;24375;SAINT-AUBIN-DE-NABIRAT;2022-09-30;4;0;190
258606;24376;SAINT AULAYE-PUYMANGOU;2022-09-30;13;0;1560
258612;24377;SAINT-AVIT-DE-VIALARD;2022-12-31;3;0;198
258614;24378;SAINT-AVIT-RIVIÈRE;2023-03-31;1;0;116
258620;24379;SAINT-AVIT-SÉNIEUR;2022-12-31;4;0;586
258624;24380;SAINT-BARTHÉLEMY-DE-BELLEGARDE;2022-03-31;4;0;591
258627;24381;SAINT-BARTHÉLEMY-DE-BUSSIÈRE;2022-09-30;0;0;316
258630;24382;SAINT-CAPRAISE-DE-LALINDE;2022-12-31;5;0;648
258633;24383;SAINT-CAPRAISE-D'EYMET;2022-12-31;7;0;195
258638;24385;SAINT-CERNIN-DE-LABARDE;2023-03-31;1;0;302
258641;24386;SAINT-CERNIN-DE-L'HERM;2022-03-31;0;0;285
258646;24388;SAINT-CHAMASSY;2023-03-31;6;0;677
258649;24390;SAINT-CRÉPIN-D'AUBEROCHE;2022-06-30;4;0;349
258653;24392;SAINT-CRÉPIN-ET-CARLUCET;2023-03-31;9;0;645
258661;24394;SAINTE-CROIX-DE-MAREUIL;2023-03-31;1;0;164
258664;24395;SAINT-CYBRANET;2022-12-31;3;0;504
258671;24397;SAINT-CYR-LES-CHAMPAGNES;2023-03-31;1;0;369
258675;24399;SAINT-ÉTIENNE-DE-PUYCORBIER;2022-09-30;0;0;123
258677;24401;SAINTE-EULALIE-D'ANS;2021-09-30;1;0;364
258680;24403;SAINT-FÉLIX-DE-BOURDEILLES;2022-12-31;0;0;80
258684;24404;SAINT-FÉLIX-DE-REILLAC-ET-MORTEMART;2022-12-31;2;0;255
258686;24405;SAINT-FÉLIX-DE-VILLADEIX;2022-09-30;7;0;412
258690;24406;SAINTE-FOY-DE-BELVÈS;2023-03-31;0;0;108
258691;24407;SAINTE-FOY-DE-LONGAS;2021-06-30;1;0;299
258695;24408;SAINT-FRONT-D'ALEMPS;2022-06-30;5;0;345
258699;24409;SAINT-FRONT-DE-PRADOUX;2023-03-31;14;0;1357
258702;24410;SAINT-FRONT-LA-RIVIÈRE;2022-03-31;0;0;613
258704;24411;SAINT-FRONT-SUR-NIZONNE;2022-09-30;5;0;204
258710;24412;SAINT-GENIÈS;2023-03-31;15;0;1195
258714;24413;SAINT-GEORGES-BLANCANEIX;2022-12-31;4;0;313
258718;24414;SAINT-GEORGES-DE-MONTCLARD;2023-03-31;8;0;339
258720;24415;SAINT-GÉRAUD-DE-CORPS;2021-09-30;2;0;276
258721;24416;SAINT-GERMAIN-DE-BELVÈS;2023-03-31;3;0;239
258731;24418;SAINT-GERMAIN-DU-SALEMBRE;2023-03-31;12;0;1085
258735;24419;SAINT-GERMAIN-ET-MONS;2023-03-31;12;0;994
258738;24420;SAINT-GÉRY;2022-03-31;0;0;279
258745;24421;SAINT-GEYRAC;2023-03-31;1;0;316
258751;24422;SAINT-HILAIRE-D'ESTISSAC;2023-03-31;3;0;140
258755;24423;SAINT-JULIEN-INNOCENCE-EULALIE;2023-03-31;8;0;297
258758;24424;SAINT-JEAN-D'ATAUX;2022-12-31;1;0;179
258762;24425;SAINT-JEAN-DE-CÔLE;2023-03-31;3;0;447
258767;24426;SAINT-JEAN-D'ESTISSAC;2022-09-30;4;0;208
258771;24428;SAINT-JORY-DE-CHALAIS;2022-06-30;7;0;687
258773;24429;SAINT-JORY-LAS-BLOUX;2021-03-31;1;0;310
258775;24432;SAINT-JULIEN-DE-LAMPON;2022-06-30;12;0;872
258779;24436;SAINT-LAURENT-DES-HOMMES;2022-06-30;13;0;1358
258783;24437;SAINT-LAURENT-DES-VIGNES;2022-12-31;18;0;1076
258785;24438;SAINT-LAURENT-LA-VALLÉE;2022-03-31;6;0;306
258789;24441;SAINT-LÉON-D'ISSIGEAC;2022-09-30;1;0;144
258792;24442;SAINT-LÉON-SUR-L'ISLE;2022-12-31;11;0;2163
258797;24443;SAINT-LÉON-SUR-VÉZÈRE;2023-03-31;8;0;558
258798;24444;SAINT-LOUIS-EN-L'ISLE;2023-03-31;2;0;351
258800;24445;SAINT-MARCEL-DU-PÉRIGORD;2023-03-31;5;0;239
258802;24446;SAINT-MARCORY;2023-03-31;0;0;64
258804;24448;SAINT-MARTIAL-D'ALBARÈDE;2023-03-31;2;0;534
258808;24449;SAINT-MARTIAL-D'ARTENSET;2023-03-31;14;0;1117
258814;24450;SAINT-MARTIAL-DE-NABIRAT;2022-12-31;10;0;725
258815;24451;SAINT-MARTIAL-DE-VALETTE;2023-03-31;5;0;993
258818;24452;SAINT-MARTIAL-VIVEYROL;2022-06-30;3;0;263
258820;24453;SAINT-MARTIN-DE-FRESSENGEAS;2022-09-30;3;0;425
258823;24454;SAINT-MARTIN-DE-GURSON;2022-09-30;9;0;825
258828;24455;SAINT-MARTIN-DE-RIBÉRAC;2022-12-31;10;1;871
258833;24456;SAINT-MARTIN-DES-COMBES;2022-12-31;2;0;265
258838;24457;SAINT-MARTIN-L'ASTIER;2023-03-31;2;0;185
258842;24458;SAINT-MARTIN-LE-PIN;2023-03-31;5;0;350
258845;24459;SAINT-MAIME-DE-PÉREYROL;2022-03-31;3;0;397
258848;24460;SAINT-MÉARD-DE-DRÔNE;2023-03-31;4;0;575
258852;24461;SAINT-MÉARD-DE-GURÇON;2023-03-31;15;0;998
258853;24462;SAINT-MÉDARD-DE-MUSSIDAN;2022-06-30;15;0;1883
258856;24463;SAINT-MÉDARD-D'EXCIDEUIL;2023-03-31;13;0;738
258862;24465;SAINT-MICHEL-DE-DOUBLE;2022-03-31;0;0;327
258865;24466;SAINT-MICHEL-DE-MONTAIGNE;2021-06-30;1;0;451
258867;24468;SAINT-MICHEL-DE-VILLADEIX;2023-03-31;2;0;378
258870;24470;SAINTE-MONDANE;2023-03-31;2;0;365
258874;24471;SAINTE-NATHALÈNE;2022-09-30;10;0;716
258878;24472;SAINT-NEXANS;2022-09-30;18;0;1166
258881;24473;SAINTE-ORSE;2022-12-31;4;0;449
258884;24476;SAINT-PANTALY-D'EXCIDEUIL;2023-03-31;0;0;182
258889;24477;SAINT-PARDOUX-DE-DRÔNE;2022-12-31;2;0;255
258890;24478;SAINT-PARDOUX-ET-VIELVIC;2022-06-30;2;0;176
258891;24479;SAINT-PARDOUX-LA-RIVIÈRE;2023-03-31;18;0;1329
258894;24480;SAINT-PAUL-DE-SERRE;2023-03-31;3;0;377
258895;24481;SAINT-PAUL-LA-ROCHE;2022-09-30;5;0;654
258899;24482;SAINT-PAUL-LIZONNE;2023-03-31;3;0;392
258903;24484;SAINT-PIERRE-DE-CHIGNAC;2021-12-31;4;0;1005
258907;24485;SAINT-PIERRE-DE-CÔLE;2022-09-30;4;0;574
258911;24486;SAINT-PIERRE-DE-FRUGIE;2022-12-31;7;0;536
258914;24487;SAINT-PIERRE-D'EYRAUD;2022-09-30;7;0;1846
258918;24488;SAINT-POMPONT;2022-09-30;3;0;582
258923;24489;SAINT-PRIEST-LES-FOUGÈRES;2022-09-30;6;0;477
258926;24491;SAINT-RABIER;2022-03-31;2;0;720
258940;24495;SAINT-ROMAIN-DE-MONPAZIER;2023-03-31;0;0;138
258943;24496;SAINT-ROMAIN-ET-SAINT-CLÉMENT;2022-09-30;3;0;407
258948;24498;SAINT-SAUD-LACOUSSIÈRE;2022-09-30;8;0;1055
258952;24500;SAINT-SAUVEUR-LALANDE;2021-09-30;1;0;169
258957;24501;SAINT-SEURIN-DE-PRATS;2022-03-31;3;0;581
258959;24502;SAINT-SÉVERIN-D'ESTISSAC;2023-03-31;2;0;104
258963;24504;SAINT-SULPICE-DE-ROUMAGNAC;2022-09-30;0;0;305
258965;24505;SAINT-SULPICE-D'EXCIDEUIL;2023-03-31;5;0;429
258968;24507;SAINTE-TRIE;2022-06-30;2;0;153
258972;24509;SAINT-VINCENT-DE-CONNEZAC;2022-03-31;6;1;720
258975;24510;SAINT-VINCENT-DE-COSSE;2022-12-31;9;0;489
258977;24511;SAINT-VINCENT-JALMOUTIERS;2021-12-31;1;0;281
258979;24512;SAINT-VINCENT-LE-PALUEL;2022-06-30;6;0;347
258983;24513;SAINT-VINCENT-SUR-L'ISLE;2022-06-30;2;0;318
258991;24515;SALAGNAC;2022-12-31;3;0;522
258994;24516;SALIGNAC-EYVIGUES;2023-03-31;11;0;1408
258999;24517;SALLES-DE-BELVÈS;2023-03-31;1;0;95
259001;24518;SALON;2022-06-30;0;0;321
259006;24519;SARLANDE;2023-03-31;3;0;537
259012;24520;SARLAT-LA-CANÉDA;2023-03-31;180;0;11298
259015;24521;SARLIAC-SUR-L'ISLE;2022-12-31;9;0;1168
259021;24522;SARRAZAC;2022-09-30;2;0;449
259022;24523;SAUSSIGNAC;2021-09-30;5;0;500
259027;24524;SAVIGNAC-DE-MIREMONT;2023-03-31;5;0;229
259031;24525;SAVIGNAC-DE-NONTRON;2023-03-31;1;0;227
259035;24526;SAVIGNAC-LÉDRIER;2022-06-30;7;0;830
259042;24527;SAVIGNAC-LES-ÉGLISES;2023-03-31;9;0;1084
259046;24528;SCEAU-SAINT-ANGEL;2023-03-31;0;0;149
259055;24531;SERGEAC;2023-03-31;6;0;286
259058;24532;SERRES-ET-MONTGUYARD;2023-03-31;3;0;236
259062;24533;SERVANCHES;2022-12-31;2;0;117
259065;24534;SIGOULÈS-ET-FLAUGEAC;2023-03-31;14;0;1367
259070;24535;SIMEYROLS;2022-12-31;7;0;351
259075;24536;SINGLEYRAC;2022-12-31;4;0;290
259077;24537;SIORAC-DE-RIBÉRAC;2021-03-31;3;0;307
259079;24538;SIORAC-EN-PÉRIGORD;2021-12-31;6;0;1207
259083;24540;SORGES ET LIGUEUX EN PÉRIGORD;2022-09-30;25;0;1884
259088;24541;SOUDAT;2022-06-30;2;0;103
259093;24542;SOULAURES;2023-03-31;0;0;92
259097;24543;SOURZAC;2023-03-31;21;0;1339
259102;24544;TAMNIÈS;2023-03-31;10;0;509
259106;24545;TEILLOTS;2022-09-30;0;0;133
259110;24546;TEMPLE-LAGUYON;2022-09-30;1;0;47
259115;24547;TERRASSON-LAVILLEDIEU;2023-03-31;53;0;6783
259118;24548;TEYJAT;2022-03-31;1;0;358
259126;24550;THENON;2021-03-31;5;0;1485
259131;24551;THIVIERS;2023-03-31;30;0;3227
259134;24552;THONAC;2023-03-31;2;0;338
259137;24553;TOCANE-SAINT-APRE;2022-03-31;22;0;1999
259140;24554;LA TOUR-BLANCHE-CERCLES;2023-03-31;9;0;660
259144;24555;TOURTOIRAC;2022-12-31;4;0;738
259145;24557;TRÉLISSAC;2021-12-31;251;1;8002
259150;24558;TRÉMOLAT;2022-12-31;5;0;746
259154;24559;TURSAC;2022-12-31;7;0;463
259157;24560;URVAL;2022-12-31;2;0;151
259159;24562;VALLEREUIL;2021-06-30;1;0;334
259161;24563;VALOJOULX;2022-12-31;3;0;378
259164;24564;VANXAINS;2023-03-31;4;0;929
259168;24565;VARAIGNES;2023-03-31;2;0;458
259175;24567;VAUNAC;2023-03-31;2;0;320
259179;24568;VÉLINES;2022-12-31;7;0;1323
259181;24569;VENDOIRE;2023-03-31;0;0;180
259191;24571;VERGT;2023-03-31;15;0;2021
259195;24572;VERGT-DE-BIRON;2023-03-31;0;0;226
259199;24573;VERTEILLAC;2022-03-31;3;0;888
259202;24574;VEYRIGNAC;2022-06-30;5;0;444
259206;24576;VEYRINES-DE-VERGT;2023-03-31;4;0;284
259211;24580;VILLAC;2022-09-30;2;0;366
259214;24581;VILLAMBLARD;2023-03-31;19;0;1050
259223;24584;VILLEFRANCHE-DE-LONCHAT;2022-12-31;10;0;1194
259228;24586;VILLETOUREIX;2023-03-31;8;0;1071
259243;25001;ABBANS-DESSOUS;2023-03-31;2;0;309
259245;25002;ABBANS-DESSUS;2022-12-31;5;0;396
259247;25003;ABBENANS;2022-09-30;1;0;496
259250;25004;ABBÉVILLERS;2022-09-30;8;0;1383
259253;25005;ACCOLANS;2022-06-30;1;0;107
259257;25006;ADAM-LÈS-PASSAVANT;2023-03-31;0;0;82
259260;25007;ADAM-LÈS-VERCEL;2023-03-31;3;0;120
259264;25008;AIBRE;2022-12-31;2;0;517
259266;25009;AÏSSEY;2022-06-30;1;0;238
259272;25011;ALLENJOIE;2023-03-31;19;0;894
259278;25012;LES ALLIÉS;2023-03-31;9;0;193
259284;25013;ALLONDANS;2023-03-31;5;0;276
259286;25014;AMAGNEY;2022-09-30;11;0;1001
259287;25015;AMANCEY;2021-09-30;4;0;753
259288;25016;AMATHAY-VÉSIGNEUX;2022-12-31;1;0;216
259289;25017;AMONDANS;2021-03-31;0;0;103
259293;25018;ANTEUIL;2023-03-31;24;0;776
259296;25019;APPENANS;2023-03-31;4;0;423
259299;25020;ARBOUANS;2021-12-31;14;0;1093
259303;25021;ARC-ET-SENANS;2023-03-31;21;0;1751
259313;25024;ARÇON;2023-03-31;20;0;1075
259316;25025;ARC-SOUS-CICON;2022-12-31;7;0;865
259319;25026;ARC-SOUS-MONTENOT;2022-03-31;3;0;310
259323;25029;AUBONNE;2022-12-31;2;0;344
259328;25030;AUDEUX;2022-06-30;3;0;529
259331;25031;AUDINCOURT;2022-12-31;113;1;16074
259334;25032;AUTECHAUX;2022-12-31;13;0;503
259338;25033;AUTECHAUX-ROIDE;2022-09-30;4;0;658
259343;25035;LES AUXONS;2022-09-30;48;0;2704
259347;25036;AVANNE-AVENEY;2022-09-30;33;0;2038
259349;25038;AVILLEY;2022-06-30;0;0;189
259352;25039;AVOUDREY;2022-09-30;6;0;1117
259354;25040;BADEVEL;2023-03-31;19;0;1017
259359;25041;BANNANS;2023-03-31;2;0;485
259360;25042;LE BARBOUX;2022-03-31;3;0;301
259365;25043;BART;2022-09-30;36;0;2091
259367;25044;BARTHERANS;2021-09-30;0;0;63
259371;25045;BATTENANS-LES-MINES;2022-12-31;0;0;63
259375;25046;BATTENANS-VARIN;2022-06-30;0;0;109
259378;25047;BAUME-LES-DAMES;2022-12-31;82;0;5529
259382;25048;BAVANS;2023-03-31;41;0;4145
259385;25049;BELFAYS;2022-03-31;1;0;153
259387;25050;LE BÉLIEU;2021-09-30;10;0;559
259394;25051;BELLEHERBE;2022-12-31;2;0;782
259403;25053;BELVOIR;2022-12-31;3;0;109
259407;25054;BERCHE;2022-09-30;10;0;573
259409;25055;BERTHELANGE;2022-12-31;2;0;383
259412;25056;BESANÇON;2022-12-31;1661;8;103749
259417;25057;BETHONCOURT;2022-06-30;21;1;6539
259420;25058;BEURE;2022-09-30;24;0;1759
259424;25059;BEUTAL;2023-03-31;3;0;303
259428;25060;BIANS-LES-USIERS;2023-03-31;12;0;850
259430;25061;BIEF;2021-12-31;0;0;158
259435;25062;LE BIZOT;2023-03-31;3;0;379
259438;25063;BLAMONT;2023-03-31;12;0;1293
259444;25065;BLARIANS;2023-03-31;1;0;68
259446;25066;BLUSSANGEAUX;2023-03-31;2;0;114
259449;25067;BLUSSANS;2021-12-31;1;0;211
259450;25070;BOLANDOZ;2021-12-31;2;0;413
259453;25071;BONDEVAL;2021-06-30;4;0;533
259456;25072;BONNAL;2023-03-31;0;0;33
259463;25074;BONNÉTAGE;2022-12-31;15;0;1158
259472;25078;BOUCLANS;2023-03-31;7;0;1275
259475;25079;BOUJAILLES;2023-03-31;4;0;580
259478;25082;BOURGUIGNON;2022-09-30;8;0;1050
259483;25083;BOURNOIS;2023-03-31;2;0;242
259484;25084;BOUSSIÈRES;2023-03-31;24;0;1251
259489;25085;BOUVERANS;2023-03-31;6;0;515
259495;25086;BRAILLANS;2022-12-31;2;0;182
259498;25088;BRECONCHAUX;2022-12-31;0;0;88
259502;25089;BREMONDANS;2022-06-30;2;0;115
259504;25090;BRÈRES;2023-03-31;0;0;87
259506;25091;LES BRÉSEUX;2021-06-30;5;0;552
259508;25093;BRETIGNEY;2022-12-31;0;0;92
259512;25094;BRETIGNEY-NOTRE-DAME;2022-06-30;2;0;162
259516;25095;BRETONVILLERS;2022-09-30;5;0;341
259518;25096;BREY-ET-MAISON-DU-BOIS;2022-09-30;0;0;179
259523;25097;BROGNARD;2022-09-30;16;0;584
259527;25098;BUFFARD;2023-03-31;2;0;193
259529;25099;BUGNY;2023-03-31;4;0;280
259534;25100;BULLE;2022-12-31;14;0;585
259535;25101;BURGILLE;2022-03-31;3;0;642
259539;25102;BURNEVILLERS;2022-06-30;0;0;91
259544;25103;BUSY;2022-12-31;12;0;717
259547;25104;BY;2022-09-30;1;0;106
259550;25105;BYANS-SUR-DOUBS;2022-06-30;8;0;687
259553;25106;CADEMÈNE;2022-09-30;0;0;91
259555;25107;CENDREY;2021-12-31;0;0;244
259560;25108;CERNAY-L'ÉGLISE;2023-03-31;6;0;386
259564;25110;CHAFFOIS;2022-12-31;19;0;1125
259566;25111;CHALÈZE;2021-12-31;4;0;453
259568;25112;CHALEZEULE;2021-09-30;9;0;1185
259572;25113;CHAMESEY;2022-12-31;1;0;183
259576;25114;CHAMESOL;2022-06-30;4;0;482
259584;25116;CHAMPLIVE;2023-03-31;3;0;332
259587;25117;CHAMPOUX;2023-03-31;1;0;105
259592;25119;CHAMPVANS-LES-MOULINS;2023-03-31;10;0;386
259595;25120;CHANTRANS;2022-03-31;2;0;463
259596;25121;CHAPELLE-DES-BOIS;2021-03-31;5;0;365
259602;25122;CHAPELLE-D'HUIN;2022-12-31;3;0;616
259608;25124;CHARMAUVILLERS;2023-03-31;3;0;370
259621;25127;CHARQUEMONT;2022-12-31;49;0;3380
259622;25129;CHASSAGNE-SAINT-DENIS;2022-12-31;0;0;169
259625;25130;CHÂTEAUVIEUX-LES-FOSSÉS;2022-09-30;0;0;15
259628;25131;CHÂTELBLANC;2022-12-31;0;0;188
259631;25132;CHÂTILLON-GUYOTTE;2022-12-31;0;0;180
259635;25133;CHÂTILLON-LE-DUC;2023-03-31;77;0;2376
259638;25134;CHÂTILLON-SUR-LISON;2023-03-31;0;0;21
259641;25136;CHAUCENNE;2022-12-31;16;0;649
259645;25138;LES TERRES-DE-CHAUX;2022-12-31;2;0;164
259650;25141;CHAUX-LÈS-PASSAVANT;2023-03-31;1;0;152
259655;25142;CHAUX-NEUVE;2022-12-31;6;0;515
259657;25143;CHAY;2022-06-30;1;0;280
259660;25145;CHAZOT;2022-12-31;1;0;161
259666;25147;CHEMAUDIN ET VAUX;2023-03-31;56;0;2293
259669;25148;LA CHENALOTTE;2022-12-31;14;0;615
259673;25149;CHENECEY-BUILLON;2022-12-31;10;0;658
259676;25150;CHEVIGNEY-SUR-L'OGNON;2022-12-31;1;0;320
259682;25151;CHEVIGNEY-LÈS-VERCEL;2023-03-31;2;0;172
259687;25152;LA CHEVILLOTTE;2022-09-30;1;0;138
259690;25153;CHEVROZ;2023-03-31;2;0;146
259694;25154;CHOUZELOT;2022-09-30;1;0;322
259695;25155;CLÉRON;2022-03-31;5;0;410
259699;25156;PAYS-DE-CLERVAL;2022-09-30;12;0;1559
259704;25157;LA CLUSE-ET-MIJOUX;2023-03-31;40;0;1653
259706;25159;COLOMBIER-FONTAINE;2022-12-31;11;0;1484
259710;25160;LES COMBES;2022-09-30;10;0;918
259713;25161;CONSOLATION-MAISONNETTES;2023-03-31;0;0;37
259714;25163;CORCELLE-MIESLOT;2020-12-31;1;0;135
259715;25164;CORCONDRAY;2021-03-31;0;0;193
259719;25166;CÔTEBRUNE;2022-12-31;1;0;85
259722;25170;COURCELLES-LÈS-MONTBÉLIARD;2022-06-30;16;0;1326
259731;25172;COURCHAPON;2023-03-31;0;0;234
259734;25173;COUR-SAINT-MAURICE;2021-12-31;0;0;211
259741;25175;COURTETAIN-ET-SALANS;2022-12-31;1;0;97
259743;25176;COURVIÈRES;2022-03-31;1;0;392
259745;25177;CROSEY-LE-GRAND;2023-03-31;1;0;186
259748;25178;CROSEY-LE-PETIT;2021-12-31;0;0;138
259750;25179;LE CROUZET;2022-09-30;1;0;78
259752;25180;CROUZET-MIGETTE;2022-06-30;0;0;188
259755;25181;CUBRIAL;2023-03-31;1;0;151
259756;25182;CUBRY;2022-06-30;0;0;91
259759;25183;CUSANCE;2022-06-30;0;0;92
259762;25184;CUSE-ET-ADRISANS;2023-03-31;32;0;465
259764;25185;CUSSEY-SUR-LISON;2022-09-30;1;0;82
259767;25186;CUSSEY-SUR-L'OGNON;2022-06-30;12;0;1091
259771;25187;DAMBELIN;2023-03-31;9;0;575
259775;25188;DAMBENOIS;2022-06-30;12;0;852
259778;25189;DAMMARTIN-LES-TEMPLIERS;2023-03-31;8;0;256
259781;25190;DAMPIERRE-LES-BOIS;2023-03-31;38;0;1864
259784;25191;DAMPIERRE-SUR-LE-DOUBS;2023-03-31;4;0;569
259787;25192;DAMPJOUX;2022-12-31;0;0;206
259789;25193;DAMPRICHARD;2022-12-31;26;0;2270
259796;25195;DANNEMARIE-SUR-CRÈTE;2021-12-31;19;0;1341
259802;25196;DASLE;2023-03-31;17;0;1632
259807;25197;DELUZ;2023-03-31;5;0;745
259810;25198;DÉSANDANS;2022-09-30;5;0;680
259812;25199;DÉSERVILLERS;2021-06-30;2;0;369
259815;25200;DEVECEY;2023-03-31;26;0;1579
259828;25202;DOMPIERRE-LES-TILLEULS;2023-03-31;4;0;381
259833;25203;DOMPREL;2022-09-30;5;0;200
259834;25204;DOUBS;2022-12-31;68;0;3200
259836;25207;DUNG;2022-12-31;12;0;733
259841;25208;DURNES;2022-12-31;3;0;228
259846;25209;ÉCHAY;2022-12-31;0;0;133
259850;25210;ÉCHENANS;2022-12-31;4;0;160
259853;25212;ÉCOLE-VALENTIN;2022-03-31;92;0;3302
259855;25213;LES ÉCORCES;2023-03-31;17;0;833
259858;25214;ÉCOT;2022-03-31;9;0;643
259860;25215;L'ÉCOUVOTTE;2022-06-30;1;0;127
259862;25216;ÉCURCEY;2022-12-31;0;0;289
259863;25217;ÉMAGNY;2022-12-31;6;0;747
259867;25218;ÉPENOUSE;2022-09-30;0;0;183
259869;25219;ÉPENOY;2021-12-31;1;0;692
259870;25220;ÉPEUGNEY;2023-03-31;4;0;715
259874;25221;ESNANS;2022-12-31;1;0;43
259878;25222;ÉTALANS;2023-03-31;20;0;1705
259883;25223;ÉTERNOZ;2023-03-31;4;0;363
259886;25224;ÉTOUVANS;2022-09-30;5;0;903
259889;25225;ÉTRABONNE;2023-03-31;1;0;202
259890;25226;ÉTRAPPE;2022-03-31;1;0;251
259894;25227;ÉTRAY;2022-09-30;4;0;288
259897;25228;ÉTUPES;2023-03-31;62;0;4558
259901;25229;ÉVILLERS;2022-03-31;3;0;483
259905;25230;EXINCOURT;2021-12-31;27;0;3573
259910;25231;EYSSON;2022-09-30;4;0;128
259914;25232;FAIMBE;2022-06-30;1;0;143
259918;25233;FALLERANS;2022-09-30;0;0;363
259922;25234;FERRIÈRES-LE-LAC;2023-03-31;1;0;212
259925;25235;FERRIÈRES-LES-BOIS;2022-12-31;2;0;402
259928;25236;FERTANS;2023-03-31;2;0;323
259930;25237;FESCHES-LE-CHÂTEL;2022-12-31;15;0;2609
259934;25238;FESSEVILLERS;2022-09-30;2;0;239
259938;25239;FEULE;2022-12-31;2;0;265
259939;25240;LES FINS;2021-06-30;21;0;3660
259949;25242;FLAGEY-RIGNEY;2022-09-30;1;0;129
259952;25243;FLANGEBOUCHE;2022-06-30;4;0;779
259957;25244;FLEUREY;2023-03-31;0;0;84
259958;25246;FONTAINE-LÈS-CLERVAL;2022-12-31;5;0;362
259960;25247;FONTENELLE-MONTBY;2021-12-31;0;0;137
259963;25248;LES FONTENELLES;2022-09-30;14;0;690
259964;25249;FONTENOTTE;2021-12-31;2;0;65
259970;25251;FOURBANNE;2022-12-31;2;0;196
259973;25252;FOURCATIER-ET-MAISON-NEUVE;2022-12-31;0;0;124
259978;25253;FOURG;2022-09-30;3;0;392
259979;25254;LES FOURGS;2022-03-31;15;0;1822
259982;25255;FOURNET-BLANCHEROCHE;2022-09-30;8;0;435
259989;25256;FRAMBOUHANS;2022-09-30;17;0;1052
259993;25257;FRANEY;2023-03-31;5;0;300
259996;25258;FRANOIS;2022-06-30;56;0;2574
259998;25259;FRASNE;2022-06-30;35;0;2241
260003;25261;FROIDEVAUX;2023-03-31;1;0;111
260008;25262;FUANS;2022-12-31;3;0;606
260011;25263;GELLIN;2022-06-30;3;0;324
260012;25264;GÉMONVAL;2023-03-31;0;0;108
260018;25265;GENEUILLE;2023-03-31;27;0;1462
260020;25266;GENEY;2022-09-30;0;0;143
260026;25267;GENNES;2022-09-30;9;0;706
260031;25268;GERMÉFONTAINE;2022-12-31;0;0;159
260033;25269;GERMONDANS;2022-09-30;0;0;77
260037;25270;GEVRESIN;2022-09-30;2;0;149
260041;25273;GLAMONDANS;2023-03-31;0;0;241
260044;25274;GLAY;2022-06-30;5;0;469
260047;25275;GLÈRE;2022-06-30;0;0;330
260048;25276;GONDENANS-MONTBY;2022-03-31;1;0;219
260052;25277;GONDENANS-LES-MOULINS;2022-12-31;0;0;83
260058;25278;GONSANS;2022-12-31;4;0;655
260062;25279;GOUHELANS;2023-03-31;0;0;147
260066;25280;GOUMOIS;2022-09-30;2;0;298
